title,content,date,url,summary,sentiment
"트위니, 컬리 평택 물류센터서 ‘나르고 오더피킹’ 기술실증","권지훈 컬리 본부장(왼쪽 두번째)과 천홍석, 천영석 트위니 대표(왼쪽 세 번째와 네번째)가 MOU 체결 기념사진 촬영을 하고 있다. (사진=트위니)트위니(대표 천홍석, 천영석)는 컬리(대표 김슬아)와 ‘자율주행 로봇 활용 물류창고 자동화 서비스 모색’ MOU를 체결, 평택 물류센터 대상 기술실증을 진행한다고 13일 밝혔다.이번 협약을 계기로 트위니는 컬리 물류창고에 ‘자율주행 로봇 활용 자동화 서비스 구축’ 실증을 진행하기로 했다. 트위니의 ‘나르고 오더피킹’ 로봇을 컬리 평택센터에 구축해, 올 하반기 중 한달간 실증에 나설 예정이다.특히, 컬리가 요청한 서비스 시나리오를 추가로 개발해 커스터마이징을 진행하고 맞춤형 제품 형태로 투입할 예정이다.천영석 트위니 대표는 “나르고 오더피킹 투입을 통해 컬리의 물류 경쟁력 강화에 일조하겠다”라고 말했다.장세민 기자 semim99@aitimes.com",2025-06-13 12:50,https://www.aitimes.com/news/articleView.html?idxno=171293,MOU 기념사진 ��영 하고,LABEL_1
"브릴스-에이치케이텍, 자동차 생산 로봇 시스템 시장 확대 파트너십","이해준 에이치케이텍 대표(왼쪽)와 전진 브릴스 대표가 파트너십 체결 기념사진 촬영을 하고 있다. (사진=브릴스)로봇 전문 브릴스(대표 전진)는 자동화 SI 전문 에이치케이텍(대표 이해준)과 자동차 생산 로봇 시스템 개발 및 로봇 공급 확대를 위한 전략적 파트너십을 체결했다고 13일 밝혔다.양사는 서울 코엑스 ‘2025 스마트테크코리아’ 로보테크쇼 브릴스 부스에서 파트너 체결식을 진행했다.브릴스의 협동로봇, 산업용 로봇 기술과 에이치케이텍의 자동차 부품 제조사 대상의 로봇 시스템 구축 경험을 결합해 자동차 부품 제조 시장의 로봇 시스템 확장에 나설 예정이다. 양사는 로봇 시스템 기술을 바탕으로 고객 맞춤형 솔루션을 제공할 계획이다.브릴스는 이번 파트너십을 통해 자동차 부품 제조 시장에서 입지를 강화하고, 신속하고 전문적인 로봇 솔루션을 제공할 수 있는 기반을 마련하게 됐다고 설명했다.전진 브릴스 대표는 ""에이치케이텍의 로봇 시스템 구축 경험과 고객 네트워크가 브릴스 로봇 기술이 만나 자동차 부품 제조 시장에 혁신 로봇 솔루션을 제공할 수 있을 것이라 기대한다""라며 ""미래 모빌리티 시대에 필요한 스마트 팩토리 솔루션을 선도해 나가겠다”라고 말했다.장세민 기자 semim99@aitimes.com",2025-06-13 12:49,https://www.aitimes.com/news/articleView.html?idxno=171292,,LABEL_1
"라이드플럭스, 한양대와 '웨이모 챌린지' 자율주행 부문 세계 3위 입상","CVPR 2025 웨이모 챌린지 결과 (사진=라이드플럭스)자율주행 전문 라이드플럭스(대표 박중희)는 한양대 연구팀과 인공지능 학회 'CVPR 2025' 의 ‘웨이모 오픈 데이터 챌린지’에서 자율주행 부문 3위에 올랐다고 13일 밝혔다.비전 기반 E2E(End-to-end) 자율주행 부문은 엔비디아, 샤오미, 스위스 로잔연방공대, 캐나다 밀라(MILA) AI 연구소 등 전세계에서 29개 자율주행 연구개발팀이 참가해 웨이모 챌린지 전체 부문 중 가장 경쟁이 치열했다고 전했다.E2E 기술이 적용된 자율주행 시스템은 AI 모델로 다양한 주행 영상 데이터를 학습하고, 이를 기반으로 자율주행차가 실제 주행 환경에서 인지, 예측, 판단, 제어를 통합적으로 수행하도록 설계된다.라이드플럭스는 이번 챌린지에 한양대학교 IRCV 연구팀과 공동으로 참가, 웨이모가 공개한 카메라 영상 데이터를 기반으로 자율주행차의 이동 경로를 효과적으로 계획하는 모델을 제안했다.AI 기술로 구조화된 차량 이력과 이미지의 맥락을 파악해 미래 궤적을 계획하는 알고리즘이다. 이는 효과적인 시공간 모델링을 바탕으로 정확도가 높을 뿐 아니라, 상용 GPU에서 약 14ms로 실행될 만큼 연산속도가 빨라 실시간 처리속도가 중요한 자율주행에 적합하다는 설명이다.박중희 라이드플럭스 대표는 “기술 트렌드의 가능성과 순수 국내 기술의 경쟁력을 다시금확인할 수 있는 기회였다”라며 “앞으로도 다양한 자율주행 서비스로 얻은 양질의 데이터를 기반으로 R&D 역량을 지속적으로 강화해 가장 믿을 수 있는 자율주행을 완성하겠다”라고 밝혔다.박수빈 기자 sbin08@aitimes.com",2025-06-13 12:47,https://www.aitimes.com/news/articleView.html?idxno=171290,,LABEL_1
"네이버, 모로코 AI 데이터센터 구축 참여…“유럽으로 AI·클라우드 확장”","석상옥 네이버랩스 대표(왼쪽부터), 압델마지드 아라쿠이 후사이니 TAQA 모로코 CEO, 채선주 네이버 전략사업대표, 김유원 네이버클라우드 대표, 칼리드 아랍 로이드그룹 창업자가 GTC Paris 행사에 참석해 ‘모로코 AI 데이터센터 구축 협력’ 기념사진 촬영을 하고 있다. (사진=네이버)네이버(대표 최수연)는 엔비디아와 넥서스 코어 시스템즈, 투자사 로이드 캐피탈 등과 컨소시엄을 구성, 북아프리카 모로코에 차세대 인공지능(AI) 데이터센터를 구축한다고 13일 밝혔다.유럽과 중동, 아프리카를 아우르는 EMEA 지역 전역에 소버린 AI 컴퓨팅 서비스를 제공하는 것을 목표로 한다. 4분기 1단계 사업을 시작으로 본격적인 구축이 진행될 예정이다.유럽에서 불과 15km 떨어졌으며, 다중 해저 광케이블이 직접 연결된 모로코의 지리적 이점을 최대한 활용한다는 설명이다. 전력과 운영 비용 측면에서 경쟁력이 높은 모로코에 500메가와트(MW)급 재생에너지 기반 데이터센터를 구축, 유럽 시장에 보다 비용 효율적이고 안정적 AI 인프라를 제공하는 것을 목표로 하고 있다.네이버클라우드는 넥서스 코어 시스템즈 및 로이드 캐피탈과 데이터센터의 플랫폼 운영 주체로 참여한다. 고도화된 클라우드 플랫폼을 기반으로 AI 서비스 및 애플리케이션을 통합 제공을 담당한다.사업 첫 단계로는 엔비디아의 블랙웰(GB200) GPU가 탑재된 40MW급 AI 슈퍼컴퓨팅 인프라를 연내 구축할 계획이다. 이후 최대 500MW 규모까지 단계적으로 확대할 예정이다. 에너지기업 타카와 전략적 재생에너지 공급 계약을 체결, 지속 가능하고 안정적인 전력 인프라를 확보했다고 전했다.채선주 네이버 전략사업대표는 “사우디에서 입증된 네이버의 기술력과 실행력에 대한 신뢰가 이번 글로벌 프로젝트 참여로 이어진 것""이라며 ""네이버가 보유한 클라우드와 AI 기술이 일본, 동남아, 중동을 넘어 유럽 시장까지 확장되는 중요한 전환점이 될 것""이라고 말했다.장세민 기자 semim99@aitimes.com",2025-06-13 12:44,https://www.aitimes.com/news/articleView.html?idxno=171289,"By the way, TAQA, GTC Paris, AI,",LABEL_1
"루닛, 이슬람 최대 종교행사 '하지'에 AI 의료 지원","‘루닛 인사이트 CXR’ 예시 이미지 (사진=루닛)의료 인공지능(AI) 전문 루닛(대표 서범석)은 사우디아라비아 정부 및 사우디 세하 가상병원(SEHA Virtual Hospital)으로부터 이슬람 최대 종교행사 '하지(Hajj)' 성지순례 기간 공식 의료 파트너로 선정, AI 기반의 의료 검진 지원사업을 진행했다고 13일 밝혔다.지난 4~9일 개최된 하지는 전 세계 160여개국에서 200만명 이상 무슬림 신자가 참여하는 세계 최대 규모의 연례 종교 행사다. 루닛은 지난 2023년에 이어 올해도 흉부 X-레이 AI 영상분석 솔루션 '루닛 인사이트 CXR'을 공급해 결핵, 폐렴, 중동호흡기증후군(메르스) 등 감염성 호흡기 질환의 신속 검진과 적시 치료를 지원했다고 전했다.세하 가상병원은 사우디의 무함마드 빈 살만 알사우드 왕세자 겸 총리가 추진하는 국가 전략사업 '비전 2030'의 핵심 기관으로, 사우디 보건부 산하 공공의료 가상병원이다. 루닛은 지난 2023년 세하 가상병원에 '루닛 인사이트 CXR'을 처음 공급, 이후 사우디 전역 국공립 가상병원에서 국가 암 검진 및 결핵 검사 프로그램을 진행하고 있다.서범석 루닛 대표는 ""현지 의료진들과 구축한 깊은 신뢰 관계를 바탕으로, 중동에서 가장 중요한 종교 행사를 지원하게 됐다""라며 ""사우디는 중동 지역 의료AI 시장 확산을 위한 루닛의 핵심 전략 시장 중 하나로, 글로벌 대규모 검진 시장에서 기술력 우위를 더욱 공고히 해나가겠다""라고 말했다.장세민 기자 semim99@aitimes.com",2025-06-13 12:42,https://www.aitimes.com/news/articleView.html?idxno=171288,,LABEL_1
"""삼성, 로봇 AI 확보 위해 스킬드 AI에 투자 계획""","(사진=스킬드 AI)삼성전자가 미국의 로봇 인공지능(AI) 스타트업 스킬드 AI(Skild AI)에 1000만달러(약 137억원)를 투자할 예정으로 알려졌다. 이를 통해 로봇의 지능을 확보하려는 의도라는 것이다.블룸버그는 12일(현지시간) 정통한 소식통을 인용, 삼성이 소비자 로봇 시장 사업을 강화하기 위해 스킬드 AI의 소수 지분을 인수할 것이라고 보도했다.이와 함께 스킬드의 시리즈 B 라운드에는 엔비디아가 2500만달러(약 343억원), 소프트뱅크가 1억달러(약 1370억원)를 투자할 예정이라고 전했다. 기업 가치는 45억달러(약 6조6700억원)에 달한다.이 회사는 지난해 7월 15억달러 가치로 3억달러 규모의 시리즈 A 투자를 유치한 바 있다. 당시에는 라이트스피드 벤처 파트너스, 코아츄, 소프트뱅크, 펠리시스 벤처스, 세쿼이아, 멘로벤처스, 제너널 캐털리스트, 제프 베조스의 익스페디션즈를 포함한 유명 벤처캐피털들이 투자에 참여했다.삼성은 내부적으로 스킬드 투자가 인재나 기술 확보를 위해 대규모 투자를 하지 않고도 AI를 확보할 방안으로 보는 것으로 알려졌다. 또 LG와 한화, 미래에셋 등 다른 국내 기업들이 모두 스킬드에 500만~1000만달러의 투자를 진행하고 있어, 보조를 맞춘다는 의미도 있다고 전했다.스킬드는 카네기 멜론대학교 전 교수인 디팍 파탁과 아비나브 굽타가 2023년 공동 창립한 스타트업으로, 범용 로봇의 두뇌 역할을 할 파운데이션 모델을 개발하고 있다. 이들은 AI와 로봇 분야에서 25년 이상의 경력을 갖춘 베테랑으로, '자기 감독' 로봇과 호기심 기반 에이전트, 적응형 로봇 학습 등의 분야에서 괄목할 성과를 이룬 것으로 알려졌다. 또 구글이나 메타, 엔비디아, 아마존 등 빅테크 출신 기술자를 보유하고 있다.이들은 다른 로봇 AI 스타트업보다 ""1000배 더 큰 데이터셋을 훈련했다""라고 밝힌 바 있다. 여기에는 인간의 원격 조종을 통한 데이터와 수백시간에 달하는 공개 영상이 포함됐다는 설명이다.(사진=스킬드 AI)하지만, 삼성은 스킬드의 솔루션이 일부 측면에서 다른 회사보다 열등하다는 평가를 내렸다고 일부 관계자가 전했다.한편, 삼성은 이전에도 로봇 관련 스타트업에 투자한 바 있다. 2024년에는 휴머노이드 로봇 하드웨어 스타트업 피규어 AI 투자에 참여했으며, 몇달 전에는 로봇 AI 스타트업 피지컬 인텔리전스에도 소규모 투자를 진행했다.이번 투자는 자체 로봇 개발을 가속하려는 노력으로 볼 수 있다. 삼성은 구글과 협력해 '볼리'를 올해 출시할 예정이며, 국내 휴머노이드 스타트업 레인보우 로보틱스의 최대 주주이기도 하다.임대준 기자 ydj@aitimes.com",2025-06-13 12:40,https://www.aitimes.com/news/articleView.html?idxno=171294,AI is a computer program. It can perform a variety of tasks.,LABEL_1
"노타, 온디바이스 AI 최적화 기술로 소니 칩셋 기반 ‘스마트 교통’ 구현","(사진=노타)온디바이스 인공지능(AI) 전문 노타(대표 채명수)는 한국지능정보사회진흥원(NIPA) 주관 ‘AI 바우처 프로젝트’에서 소니 칩셋 기반 스마트 교통 솔루션 구현에 성공했다고 13일 밝혔다.이번 바우처 프로젝트는 무단횡단 사고가 빈번한 미국 레이크우드의 특정 지역을 대상으로, 보행자 안전 관리와 교통량 분석의 가능성을 검증하는 데 초점을 두고 있다. 노타는 자체 개발 AI 최적화 기술을 소니의 스마트 이미지 센서 ‘IMX500’ 기반 카메라에 적용해 보행자 안전 관리, 교통량 분석 등 기능을 갖춘 스마트 교통 솔루션을 구현했다고 전했다.고성능 AI를 정확도 손실 없이 구현해내며 IMX500 센서의 저전력-저비용 특성을 극대화했다고 설명했다. 글로벌 경쟁사인 벨로다인, 더크 등과의 비교 평가에서 100%의 정확도를 기록하며 기술적 우위를 입증했다고 강조했다. 경쟁사 대비 낮은 비용 구조의 솔루션 구현 및 운영으로 경제적 측면에서도 강점을 드러냈다는 설명이다.한편, 소니는 직접 주최한 웨비나에서 ‘보행자 사고 예방을 위한 엣지 AI 기술’을 주제로 발표를 진행, 노타와의 프로젝트를 전력 소모 및 비용 절감 우수 사례로 소개한 바 있다.채명수 노타 대표는 “스마트 시티 환경에서는 에너지 절감과 비용 효율성이 중요한 과제”라며 “이번 프로젝트를 통해 노타의 기술이 스마트 시티를 포함한 다양한 산업 분야에서 에너지 효율성과 비용 절감의 혁신을 선도할 수 있다는 것을 다시 한 번 입증했다”라고 말했다.장세민 기자 semim99@aitimes.com",2025-06-13 11:39,https://www.aitimes.com/news/articleView.html?idxno=171287,AI  is a computer program.,LABEL_1
"[6월12일] '메타 AGI 팀' 이끌 스케일 AI CEO는 ""알트먼 같은 인물""","(사진=TED, War, AI and the new global arms race 캡처)마크 저커버그 메타 CEO가 경쟁자들에게 뒤처진 인공지능(AI) 개발 상황을 뒤집기 위해 ‘슈퍼인텔리전스(Superintelligence)’ 그룹을 직접 구성 중이라는 소식이 10일(현지시간) 전해졌습니다.메타는 지난해 말 딥시크 등장 이후 존재감이 사라졌던 것이 사실입니다. 당시 저커버그 CEO는 이를 뒤집겠다며딥시크 분석 조직까지 구성했지만, 결국 '라마 4'는 기대에 못 미쳤습니다. 여기에벤치마크 조작 의혹까지 불거지고, 이어 플래그십 모델'베히모스' 출시까지 연기되며 체면을 크게 구겼습니다.이 가운데 저커버그 CEO는 연일 AI 인프라 투자를 늘리겠다고 강조하고 있습니다. 라마 4의 실패는 그의 자존심을 크게 건드린 것은 물론, 메타의 미래에 위기를 느끼게 한 것으로 보입니다.그래서 자신이 직접 새로운 팀 구성에 나섰다는 말입니다. 그리고 하이라이트는 알렉산더 왕 스케일 AI CEO를 영입하기 위해 148억달러(약 20조원)의 투자를 추진 중이라는 것입니다. 이는 메타 사상 최대 규모의 투자액입니다.그러나 슈퍼인텔리전스를 지휘할 왕 CEO에 대해서는 알려진 것이 많지 않습니다. 일리야 수츠케버나 미라 무라티 같은 베테랑 기술 전문가를 영입하는 대신, 라벨링 전문 기업의 CEO를 AI 연구 부서의 수장으로 앉힌다는 데 대한 의문도 나오고 있습니다.그도 그럴 것이 왕 CEO는 이제 28살이며, 스케일 AI가 상승세를 타며 2022년 포브스에 세계 최연소 자수성가 억만장자로 소개되면서부터 이름을 알리기 시작했습니다. 라벨링 기업이라는 점 때문에 전문성이 부각될 기회는 없었습니다.11일 디 인포메이션에 따르면, 스케일 AI의 투자자들은 그를 ""샘 알트먼 오픈AI CEO와 같은 야망과 거래 능력, 그리고 인재 영입 능력을 가지고 있다""라고 말했습니다.왕 CEO는 미국 뉴멕시코 출신으로, 지난해 코딩 에이전트 '데빈'을 공개한 코그니션의 스콧 우 창립자와 고등학교 시절 절친으로 알려졌습니다.MIT에 합격했지만 학업을 포기하고, 17살의 나이에 실리콘 밸리의 소프트웨어 스타트업 애드파와 챗봇 사이트 쿼라에서 코딩 일을 했습니다.그리고 알트먼 CEO가 운영하던 와이 콤비테이터에 들어가 가상 비서를 개발했는데, 이때부터 가까운 사이가 된 것으로 알려졌습니다. 팬데믹 중에는 같은 집에서 살았으며, 오픈AI가 스케일 AI를 인수할 것이라는 말이 자연히 나왔습니다.이후 자율주행차 붐을 타고 데이터를 처리하는 스케일 AI를 창립, 빠른 속도로 회사를 키웠습니다.주변 사람들의 말을 종합하면 그의 성격이나 특징은 어디선가 들어본 듯한 느낌을 줍니다.우선 빠른 성공이 전형적인 기회주의에서 비롯됐다는 것입니다. 자율주행 붐으로 회사를 시작했지만, 수익이 기대에 못 미치자 국방 분야에 손을 대지 않겠다는 공언을 뒤집고 2020는 미국 국방부와 AI를 위한 고품질 주석 데이터세스 개발로 9000만달러의 계약을 따냈습니다. 이어 챗GPT 붐을 맞아서는 생성 AI로 갈아탔습니다.내부적으로 논란과 불화도 지적됐습니다. 정규직 직원이 800명을 넘어섰지만, 모든 채용을 자신이 결정한다고 전해졌습니다. 특히, 조기 퇴사자들의 스톡옵션 매도를 막는 등 집요한 면도 있는 것으로 알려졌습니다. 많지 않은 나이에도 불구하고, 사람을 끌어당기는 매력이 있는 것으로 알려졌습니다.인스타그램 팔로워가 100만명에 달하는 셀럽이기도 합니다. 유명한 기술-엔터테인먼트 행사인 '멧 갈라'에 정기적으로 참여하는가 하면, 셀럽들의 파티에도 자주 등장합니다.결론적으로, 도덕성이나 명분 같은 것보다 성공이라는 목적에 집중하는 인물이라는 평입니다. 이 때문에 가식 없이 솔직하다는 평까지 듣고 있습니다.즉, 현재 실리콘 밸리에서 성공하는 천재 CEO의 전형이라는 것입니다. '알트먼 닮은 꼴'이라는 말도 나오고 있습니다.트럼프 대통령 취임식에 참여한 왕 CEO와 알트먼 CEO (사진=X, Alexandr Wang)이런 능력이 메타의 AGI 달성에 어떻게 도움이 될지는 지켜봐야 하겠지만, 그동안 전문 개발자가 이끌다 난관에 부딪힌 메타의 AI 조직에 필요한 것을 왕 CEO가 해결해 줄 수 있을지도 모른다는 평입니다.물론 메타는 이번 거래가 성립되면 규제 당국의 조사를 받게될 가능성이 큽니다. 지분 49%까지만 확보하고 창립자를 영입하는 것은 이미 지난해 빅테크들이 자주 써먹은 수법이기 때문입니다.이런 인재 영입(Acqui-Hire)으로 반경쟁 위반 판결을 받은 곳은 아직 없습니다. 특히, 메타는 현 상황에서 AI 시장을 지배하는 선두 주자가 아닌, '추격자'로 구분될 가능성이 큽니다.메타의 AGI 조직은 앞으로도 화제를 일으킬 가능성이 큽니다. 11일에도 관련 소식이 몇개 등장했습니다.블룸버그에 따르면, 구글 딥마인드의 수석 연구원인 잭 레이와 세서미 AI의 머신러닝 책임자인 요한 샬크윅이 메타의 초지능 팀에 합류하는 것으로 알려졌습니다. 이들에게는 주식을 포함한 수천만달러 규모의 보상 패키지가 제안됐다고 합니다.하지만, 구글의 최고 AI 연구원인 코레이 카부쿠오글루 부사장과 오픈AI에서 추론 모델을 개발한 핵심 연구원 노암 브라운의 영입에는 실패했다고 합니다.이처럼 메타는 업계 최고의 전문가들에게 모두 손을 내미는 것으로 보입니다. 이 가운데 지각 변동도 예상됩니다.이어 11일 주요 뉴스입니다.■""ROI 달성할 AI 에이전트가 대세""...국내 최대 'AI&빅데이터쇼' 개막올해 국내 AI 비즈니스의 동향을 가장 잘 보여줄 AI&빅데이터쇼가 11일 개막했습니다. 이제는 AI 시험 도입을 지나, ROI 달성에 초점을 맞춘 기술이 주를 이루고 있습니다. 행사는 13일까지 코엑스에서 열립니다.■오픈AI, 현존 최고 모델 'o3-프로' 출시...""성능 대신 비용·시간 희생""최강 성능의 o3-프로가 드디어 출시됐습니다. 비용 역시 최고급이라는 것은 어쩔 수 없을 것 같습니다. 대신, 오픈AI는 기존 o3의 가격을 크게 낮췄습니다.■애플, 파운데이션 모델 벤치마크 공개...""경쟁사 추격 어려움 드러내""애플이 개발자들에게 공개한 파운데이션 모델 벤치마크를 공개했습니다. 그런데 성능이 좋은 건지 나쁜 건지, 무엇을 잘 하는 지 파악하는 데에는 도움이 안 됩니다. 애플이 잔머리를 쓰는 데에는 다 이유가 있는 것으로 보입니다.AI타임스 news@aitimes.com",2025-06-13 07:00,https://www.aitimes.com/news/articleView.html?idxno=171246,The TED talk is about AI and the new global arms race.,LABEL_1
46년된 체스 게임에서 완전히 패배한 챗GPT,AI타임스 조예주 기자 joyejuoffice@aitimes.com,2025-06-13 07:00,https://www.aitimes.com/news/articleView.html?idxno=171275,Jaeju office can be reached at,LABEL_1
"메타, 월드모델 ‘V-제파 2’ 공개...""로봇 공학 새 시대 열 것""","(사진=메타)메타가 인간이 세상을 이해하는 방식과 유사하게 물리적 세계를 정밀하게 이해하고 예측할 수 있는 차세대 '월드 모델(WM)'을 선보였다. 지난해 2월 첫 모델을 공개한 지 1년4개월여 만의 업그레이드다.얀 르쿤 메타 수석과학자는 11일(현지시간) 프랑스 파리에서 열린 ‘비바 테크(VivaTech)’ 컨퍼런스에서 로봇과 인공지능(AI) 에이전트가 물리적 세계를 인간처럼 이해하고 예측할 수 있도록 돕는 ‘V-제파 2(V-JEPA 2)’를 공개했다.V-제파 2는 영상 정보를 바탕으로 물리적 세상을 추론하고 예측할 수 있는 AI 모델로, 딥러닝 분야의 권위자인 얀 르쿤이 몇년째 주도한 기술이다.르쿤 수석은 “월드 모델은 AI가 실제 세계를 디지털 트윈으로 '추상화'하고 참조할 수 있도록 하는 개념”이라며 “AI가 행동의 결과를 예측하고, 주어진 목표를 달성하기 위한 계획을 세울 수 있게 된다”라고 설명했다.추상화는 V-제파의 핵심 개념이다. 기존 동영상 모델처럼 픽셀 수준에서 출력을 예측하는 것이 아니라, 추상적 표현을 떠올리고 그 안에서 표현을 출력하도록 만든다는 개념이다. 기존 AI 모델은 이미지를 연결하는 것에 불과하지만, WM은 무엇이 일어날지를 예측하는 데 초점을 맞췄다는 것이다.이를 위해 JEPA(Joint Embedding Predictive Architecture)라는 아키텍처를 도입했다. 기존 생성 모델처럼 이미지나 비디오의 픽셀을 예측하는 대신, 의미 있는 고차원 표현(임베딩)을 예측하는 방식을 채택했다.두개의 주요한 모듈로 구성돼 있다. 먼저, 인코더(encoder)는 입력된 영상 데이터를 처리해 그 안에 담긴 의미 있는 정보를 추출하고, 이를 요약된 형태의 임베딩으로 변환한다. 이어, 프레딕터(predictor)는 인코더가 생성한 임베딩과 함께 주어진 예측 맥락을 바탕으로, 앞으로 전개될 상황을 예측하는 역할을 수행한다. 이런한 구조를 통해 V-제파 2는 영상 속 복잡한 물리 세계를 효과적으로 해석하고 예측할 수 있게 된다.V-제파 2 (사진=메타)자기지도학습(self-supervised learning) 방식을 통해 영상 데이터를 학습한다.이 방식은 인간의 라벨링 없이도 AI가 스스로 데이터를 이해하고 학습할 수 있도록 해, 대규모 학습을 효율적으로 수행할 수 있게 한다.학습은 크게 두 단계로 나뉜다. 먼저, 행동 정보를 포함하지 않는 사전 학습 단계(pre-training)에서는 100만시간 분량의 영상과 100만장의 이미지를 다양한 출처에서 수집해 활용했다. 이 과정에서 모델은 사람과 사물의 상호작용, 물체의 물리적 움직임, 사물 간 관계 등 세상의 작동 방식에 대한 기본적인 이해를 습득하게 된다.두번째 단계에서는 모델이 실제 계획과 제어에 활용될 수 있도록 로봇 데이터로 추가 훈련했다. 이 단계에서는 로봇이 실제 수행한 제어 동작과 시각 정보를 함께 모델에 입력해, 프레딕터가 특정 행동을 반영한 결과를 예측할 수 있도록 학습한다.주목할 점은 이 추가 훈련에 단 62시간 분량의 로봇 데이터만 사용했음에도 불구하고, 모델이 실제 로봇의 제어와 계획에 충분히 활용 가능한 수준까지 도달했다는 것이다. 즉, 기존 로봇 훈련처럼 수천번의 시행착오를 실세계에서 반복하지 않고도 효율적으로 학습과 계획이 가능해진 것이다.메타는 V-제파 2를 로봇 실험실에 적용, 로봇이 물체를 집고 옮기는 등의 물리 작업을 성공적으로 수행했다고 밝혔다. 특히 ‘특정 물체를 옮기기’ 같은 단기 목표를 수행할 때는 목표 이미지를 주고, 다양한 후보 행동에 대한 결과를 예측한 뒤 최적의 경로를 선택해 실시간으로 재계획하며 움직인다.‘새로운 환경에서 물체를 적절한 위치에 놓기’ 같은 장기 작업의 경우, 중간 목표를 이미지 시퀀스로 설정해 시각적 모방 학습(visual imitation learning) 방식으로 수행하며 65~80%의 성공률을 기록했다.르쿤 수석은 “월드 모델은 자율주행차, 로봇 등 현실 세계에서 작동하는 AI에 필수”라며 “앞으로는 거대한 데이터 없이도 AI가 물리적 세계에서 유연하게 사고하고 행동할 수 있는 새로운 로봇 시대가 열릴 것”이라고 말했다.메타는 V-제파 2의 코드와 모델 체크포인트를 각각깃허브와허깅페이스에 연구·상업용으로 공개했다.박찬 기자 cpark@aitimes.com",2025-06-12 19:05,https://www.aitimes.com/news/articleView.html?idxno=171243,,LABEL_1
